id,location,productColor,productSize,contents
20310840557,海南,冰河蓝,16GB+256GB,手感很好，必须带壳，不然摄像头凸起太大了，当前这个价位无敌之选，充电快，二十几分钟搞定，用过了就再也无法直视20w，25w充电器了。
20384611172,山西,冰河蓝,16GB+512GB,"外形外观：大气，科技感满满
屏幕音效：非常不错
拍照效果：清晰，开启十倍不会剧烈晃动
运行速度：非常快，我开了一堆应用非常流畅"
20363432269,山东,冰河蓝,16GB+256GB,今年双十一性价比超高的手机了。包装配色真喜庆，大红色。充电线不是一般的粗壮。充电特别快。性能给力，手感好。摄像头设计有特色。很喜欢哦
20334290418,江苏,浩瀚黑,16GB+512GB,"外形外观：外形虽然独特，不过黑色很大气
屏幕音效：声音很大，音效很棒
拍照效果：相机很清晰，功能多样
运行速度：内存很大，运行流畅"
20327414818,重庆,冰河蓝,16GB+512GB,价格水很深啊，割韭菜了
20293282030,山东,浩瀚黑,16GB+256GB,"：京东方屏幕是国产最顶的屏幕厂商，效果很好
拍照效果：imx890的大底主摄，优化的照片也很好
看
运行速度：骁龙8+的芯片，玩一些moba游戏毫无压力，按压反应很快
待机时间：我一般白天充一次，晚上睡觉前充一次，配合100W的快充，20多分钟就充好"
20386310376,广东,冰河蓝,16GB+256GB,对于这款手机，昨晚下单，今早收货，使用体验一天，非常满意，外观设计时尚，手感很好，性能极好，运行速度快，拍照效果也是不错的，是款不错的手机，
20313307055,福建,浩瀚黑,12GB+256GB,性价比好的一款手机，曲面屏，完美 运行良好，电池够用 买来送女儿的奖励品！好好奖励，鼓励再接再厉吧，好好学习！
20326327851,山东,浩瀚黑,12GB+256GB,"在网上对比了多款手机，对比下来还是这款一加的ac2不错,手机的屏幕显示效果很好，运行流畅，握在手里的手感也不错。手机的性价比非常高,续航表现和拍摄功能都非常的好"
20346349253,广东,冰河蓝,16GB+256GB,"外形外观：手感很好，摸着感觉丝滑！
拍照效果：拍摄照片能突出细节
运行速度：运行起来非常流畅
美中不足的是，人脸识别错误后不能直接图形解锁！"
20321714631,广东,冰河蓝,12GB+256GB,"外形外观：很不错，颜值很高
屏幕音效：屏幕效果很棒，双扬很给力
拍照效果：还行吧，我就扫个码哈哈
运行速度：贼拉快，飞一般的感觉"
20362092009,山东,冰河蓝,12GB+256GB,给老爸买的，用着很好，手机反应挺灵敏的，处理器也是挺不错的骁龙处理器，对于一个不玩游戏的来说，这款是很不错的，外观也漂亮，手感很好，平常用来刷刷视频，看看电影，还是很不错的。
20339458819,山东,冰河蓝,16GB+256GB,做工我感觉这个价位里面简直就是无敌了，两千冒头的价格要啥自行车，还送了个充电宝，用着也非常流畅，可以满足日常需求了，打游戏也不在话下。学生党实用党推荐。
20380251433,广东,浩瀚黑,16GB+512GB,一加ace2已经买第二次了，这次是自己使用，所以买更大内存的。一加手机的质量十分好，做工精细，磨砂手感一流，拍照清晰，color OS系统也很流畅！
20358139325,江苏,冰河蓝,16GB+512GB,"外形外观：一加的传统外形
屏幕音效：1.5k效果很好，比较清晰细腻
拍照效果：很强，这个价位的还是很能打的
运行速度：处理器依旧是头部水平"
20286901502,山西,冰河蓝,16GB+256GB,手机不错，上个手机红米k30.这个曲面屏，打游戏感觉不大好，但配置响应，拍照，充电都全面超越啊，确实不错，性价比很高，很流畅
20373172291,四川,冰河蓝,16GB+512GB,作为上一代的次旗舰机，现在依然能打，给对电子产品完全不感冒的老婆用，拍照什么的完全能满足，运行速度很快，内存也足够大，120w快充也很给力。
20303119130,福建,冰河蓝,16GB+256GB,手感较好。一加手机从第一**始就非常重视质感和手感，此次一加ACE2延续了一加手机在质感和手感上的追求，很多用户认为一加的手感真的很不一样，拿在手上的感觉很舒服....
20301169698,四川,冰河蓝,16GB+256GB,"手机性能无敌！综合效果堪称完美！
外形外观：外观漂亮，符合自己的审美需求！
屏幕音效：音效不错，不管是音乐还是游戏的营销都能够完美符合自己的需求！"
20321634780,云南,冰河蓝,16GB+256GB,不得不说发货超级快，当天23点10分之前下单第二天早上京东客服小哥就送过来了，主打一个让你一觉醒来就看见快递📦，使用效果不错，昨天晚上连续打了三四个小时游戏，居然没有发烫，也没有卡顿，真的不得不给一加的这个功能点赞，客服小姐姐也非常热情的帮我解决一系列不太懂的问题，非常推荐这款手机。
20350314872,陕西,冰河蓝,16GB+256GB,手机性价比挺高的，充电器头很大，充电半个小时就满了，充满电能待机一天时间，这个价位直接冲就完事了，还要啥自行车，看了很久，最终还是入手了这款手机，没有失望
20356701277,重庆,浩瀚黑,12GB+256GB,给父亲买的手机，买的黑色，大气又不过时，颜值很高，屏幕一只手拿着刚好，音效合适，拍照很清晰，运行速度更是惊人！反应很快，待机时间也长，不错的一款手机
20309636032,湖北,浩瀚黑,12GB+256GB,手机质感很不错，配置水桶机，两千价位该有的都有，骁龙8gen1的cpu应用上足够了，相机模组也非常给力，而且赠送了有线耳机。买给妈妈的，她很满意。
20292454816,辽宁,冰河蓝,16GB+512GB,他喜欢这个 外观 后面的大镜头， 大气， 配置高，质感也好，弧屏立体感很强，他喜欢这个 外观 后面的大镜头， 大气， 配置高，质感也好，弧屏立体感很强，
20325669995,江苏,冰河蓝,12GB+256GB,哇塞颜色真的好漂亮的，手机摸起来质感也好，发货很快，物流也很快第二天就到了，有充电器充电线这点很好，买个朋友的她很喜欢，推荐购买
20341605149,河北,冰河蓝,16GB+512GB,第一次买这个牌子的手机，比较喜欢这个手机的颜色，淡淡的蓝色，很高级，很柔和，目前用着挺好的。希望一加手机可以优惠更多一点就更好了。
20152552519,湖北,浩瀚黑,16GB+512GB,买早了，双十一便宜了300多
20309497954,重庆,冰河蓝,12GB+256GB,另一个手机使用很久了，是时候更换了，综合算下来这个手机很合适，价格，性能、拍照、续航都是非常合适的存在。物流速度还是比较快的，第二天就送到了手里。
20324136731,江苏,冰河蓝,12GB+256GB,一加的手机我还是挺喜欢的，整体来说配置都很nice，拍照和打游戏都很不错，希望可以在中低端机型增加无线充电功能，这样就更好了。
20290254493,新疆,浩瀚黑,12GB+256GB,这款手机在2000元档性价比无对手，系统流畅尤其高刷屏，真的很丝滑，性能，拍照，外观都是非常好的，非常满意的一款产品，但降价很快，百亿补贴不给价保，用户体验感不是很好
20286570093,新疆,浩瀚黑,12GB+256GB,"因为喜欢京东，买了京东PLUS会员，常在京东
买东西，订单太多，不想每个产品都写好评，所
以特地写下这个模板，以前不知道~评论可以涨
积分，现在才知道好评的重要性，妥妥的每条都
来评论下，赚积分，下次还能抵现金用。评论80
个字以上，可以得到20个京豆，我无论买什么
东西都会把这个段话复制粘贴下凑够字数。这是
第N次在京东买东西了，东西便宜而且质量好，
物美价廉，买的放心，用的开心，感觉都买上瘾
了买买买根本停不下来，东西品种多而且叉特别
全，划算方便，而且实惠，包装很好，而且没有
任何损坏，会一直支持下去的,，服务还可以一超
级好用，好评，下次再来收起加入购物车立即购
买"
20286786490,浙江,冰河蓝,16GB+256GB,"首先物流速度很快，昨天刚下的单今天就到了
然后ace2给我的感觉焕然一新
买来也准备当备用机
非常不错 运行流畅 喜欢喜欢
一直在用的OPPO 换换一加也非常不错"
20320966092,江西,浩瀚黑,12GB+256GB,非常好，倒霉手机坏了突然开不了机，但是刚好是双十一期间，6月给妹妹买了这个手机，超级丝滑，有点眼馋，这下有理由自己买个了，哈哈，挺好的，非常流畅，拍照什么的都挺不错，价格也合适，太爱了
20300611539,广东,冰河蓝,16GB+256GB,这款手机真的很好用，性价比真的高，给爸爸，婆婆都买了这一款，虽然价格不一样了，但是真的喜欢，内存足够大，用起来也很流畅，颜值也高。以后会继续支持一加的。
20305630067,山东,冰河蓝,16GB+512GB,家里一直都是用的一加的手机，从一加五到现在的，品质很好，只不过用不到H2OS了，系统不如之前的好用，不过用起来还是非常不错的
20327409549,福建,冰河蓝,16GB+256GB,国产手机还是真心不错的，用了好多苹果手机，真心不好用，还是咱们国产的经济实惠，好用，耐用。值得推荐，我家这已经是第四个了，推荐
20307166200,北京,冰河蓝,16GB+256GB,收到货了，手机是正品，质量很好，反应速度很快，颜值也很高，是双十一购买的，没想到收到货还挺快，价格也很优惠，真心不错
20366543385,青海,冰河蓝,16GB+256GB,手机真心不错，性价比很高。刚开始出的时候就关注了，一直等到双十一才出手，又优惠了不少。微曲屏挺好的，喜欢。
20353319713,北京,冰河蓝,16GB+512GB,"挺不错的，手机外观好看，给我妈买的，快了不少，速度我，整挺好，配置也很不错，直接上16+512。冲冲冲，使用流畅，
拍照效果：好
运行速度：快
外形外观：好看
屏幕音效：可以"
20350249165,山东,浩瀚黑,16GB+256GB,"外形外观：外形漂亮，外观设计很有特点。
屏幕音效：屏幕色彩很好，音效也不错。
拍照效果：拍照效果很好，拍景拍人物和夜景都很不错。
运行速度：16+256的存储，运行起来非常流畅，一点都不卡。
待机时间：中度使用的话，一天没有问题，充电快充半个小时可以充满。"
20302074959,江苏,冰河蓝,16GB+256GB,每次需要买东西都会先在京东上找一找，实在没有合适的才会去其他地方找，这款手机价格合适，配置也不错，使用起来很流畅，没出现什么问题。
20318465658,广东,冰河蓝,12GB+256GB,"这个手机用起来很快充电也很快，很流畅，没有卡顿的现象
外形外观：很好看啊，是蓝色的，我很喜欢
屏幕音效：很好
拍照效果：不错的感觉拍的也挺清晰的
运行速度：这个速度非常的棒一点都不卡顿，大家快点买吧"
20316826263,河南,浩瀚黑,16GB+512GB,"双十一购入，使用1个半月。个人实际观感这款屏幕整体素质还是很不错的，不得不说国产屏幕进步真的好大。我呢，对于频內不是敏感用户，更倾向于高分辦率。对于眼睛敏感的用户，算是第一选择了。
无论是色彩表现还是触控体验，一加对这块屏幕额的调教也很用心。这块屏幕首发灵犀触控，获得全球首个南德精准触控 S 级认证。
搭配游戏空间的超频响应和手感调节，实际测试下来无
论是释放技能还是跑图刷怪，指哪打哪，延迟低响应快
跟手性强。                                                                         性能表现
满血 3.2G Hz 號龙8+Gen1，搭配 LPDDR5X 和
UFS3.1，旗舰铁三角组合，再说一次，真的是太狠了
跑分还是老朋友：安免免、鲁大师、3DMark
官方安免免跑分：1149494,
&bull;个人跑分1112620，在售
了160G+的情况下，这个跑分ok~鲁大师跑分：119716，性能得分排名第2。  从一加Ace2这款产品来说，这个价位你想要的都给你：
素质在线的护眼屏幕、质感在线的设计、8+Gent性能保障！！"
20344131424,四川,冰河蓝,16GB+512GB,真心喜欢，颜色、款式都非常棒！当时买的时候还在犹豫价格，买来之后一点都不后悔，而且物流还快，可以入手
20296962009,北京,浩瀚黑,12GB+256GB,"外形外观：买的黑色，外观很大气，很有档次
屏幕音效：音效质感也很赞，听音乐，刷视频，打游戏都超级赞
拍照效果：拍出来的照片非常有质感
运行速度：目前没有任何卡顿现象，运行很可以"
20388176037,江苏,浩瀚黑,16GB+512GB,第一次用一加手机，16+512内存毫无压力，100w充电能够快速充满电，用了两三天了感觉非常不错，配置也非常好，8gen1+性能够强，两三年三四年都没问题，系统流畅，拍照够用也很清晰，一加手机特色明显，屏幕显示调教的非常好，这个价位段非常不错
20373105168,江苏,冰河蓝,12GB+256GB,手机用了一段时间了，两千多的手机，这样的非常棒了，运行流畅，没有卡段，手机充电速度也非常的棒的。完美
20318500383,山西,冰河蓝,16GB+256GB,已经用了一段时间了，截了几张图，配置拉满，手机还是很流畅的，日常应用完全没有问题，反应速度特别快，屏幕对眼睛也很友好，充电速度完美，瑕疵也有，曲面屏边角不灵敏
20288788830,四川,冰河蓝,16GB+256GB,还可以就是电量不管用，耗电贼快
20320972076,贵州,浩瀚黑,16GB+256GB,使用时特别方便，速度很快，反应时间特别特别快 二包装很漂亮 三续航时间特别特别长 四屏幕显示很细腻 五拍照很不错，你们现在看到的这个照片就是我用我的第一个ace2拍的。拍照的夜景特别好，比红米之类的好多了。有没有灯光也能拍的比较清晰，感觉有点像白昼的感觉。六侧面有一个滑键，和那个iPhone一样，可以关闭声音，很方便。
20299132683,四川,冰河蓝,16GB+256GB,"再次回购，性价比
外形外观：高端机的外形，做工精良，和旗舰机的外形差距不大。
屏幕音效：屏幕显示效果满意，虽然是国产屏幕，不错。
拍照效果：次旗舰的摄像头，夜晚拍照效果杠杠的
运行速度：gen处理器的性能满足日常已足够。"
20342092271,山东,冰河蓝,16GB+512GB,手机外观同一加11一样，曲面屏，屏幕细腻。拍照清晰续航很好。充电速度很快，三件式开关，音质也不错。符合预期，买的冰河蓝，颜色很喜欢。
20342386079,湖北,冰河蓝,16GB+512GB,包装完好，物流很快，没有破损，很满意的一次购物，商家服务好，发货神速，物流也很给力，宝贝收到后非常喜欢，买得放心，用得安心
20342492981,广东,冰河蓝,12GB+256GB,包装完好无损，当天购买当天到，速度非常的杠杠滴。这个牌子是不错的选择，性价比也非常高，颜值担当，男女用都是非常的帅气，质感不错
20314342672,江苏,冰河蓝,16GB+256GB,手机性能没的说，玩游戏从来不感觉卡顿，骁龙8+，16G的运行内存，1600万前置摄像头，这个价位最极致的性价比，美颜效果相当好，前置摄像头跟人打视频的时候非常棒，外形也十分漂亮，拿在手里大小合适，单手也可以操纵。
20352323325,广东,浩瀚黑,16GB+256GB,这十几年都是用oppo手机，用习惯了，而且这个牌子的手机非常好用，电池耐用，各种系统操作都很方便，很简单，不习惯复杂的操作，非常满意！
20319498338,江苏,冰河蓝,12GB+256GB,"外形外观：样子很好看，很不错。很好
屏幕音效：屏幕清晰度高，非常满意。
拍照效果：拍照绝对够用了
运行速度：速度非常快，66666666"
20318637202,云南,冰河蓝,12GB+256GB,"帮同事买的，据反馈使用起来很不错
外形外观：经典大气
屏幕音效：够用
运行速度：8+够用几年没问题，12g内存也可以"
20296406677,湖南,浩瀚黑,16GB+256GB,"外形外观：外观大气，简洁
屏幕音效：显示效果不错
拍照效果：拍照功能很好。
运行速度：正常家用，非常充足。
待机时间：基本上一天一充，而且充电时间非常快。半个小时左右就充满了。
其他特色：有点略像华为。"
20344526628,江苏,冰河蓝,12GB+256GB,很好的，不错的选择是正确率最高境界就是说不出来我觉得自己好想好想做这个世界没有人能够改变的东西给你们打电话说的太重要吧
20313924021,黑龙江,冰河蓝,12GB+256GB,给老婆换的手机，使用有几天了，总体比较满意，待机也还可以，升级到最新的14版本，很流畅，充电是真的快！
20300888872,广东,浩瀚黑,12GB+256GB,"外形外观：造型非常好看，手感也很好
屏幕音效：屏幕清晰，音质也不错
拍照效果：拍照够用，和主打拍照的不能相比较
运行速度：运行速度非常快，打游戏不卡顿
待机时间：待机时间主要看使用情况，充电速度很快，不用担心"
20338485587,湖南,冰河蓝,16GB+256GB,京东上这款一加ace2手机，外观跟一加11一样，大电池，100w快速充电，微曲面屏幕，而且处理器用的是高通骁龙8+1，反应快，大内存版本，非常不错，值得购买！
20296525372,内蒙古,浩瀚黑,16GB+256GB,手机电量超大，用一天很轻松，充电效果也很快， 这个颜色也靓丽，没色差，是我喜欢的颜色， 拍照相当清楚，运行速度也很快， 一加的老粉丝了，必须点赞，一如既往的支持
20365547710,广东,冰河蓝,12GB+256GB,手机以收到，快递非常给力，包装也很完好，收到后第一时间打开激活，颜值担当，系统也非常丝滑，强烈推荐。
20316859149,海外,冰河蓝,16GB+256GB,"性价比超高的一款高通骁龙8代手机。绝对优异的屏幕，保持了一加一贯的高品质。立体声扬声器和四摄的索尼后摄摄像头，超越了这个价位手机的平均值。夜摄的品质一流，运存也足够大，作为一款给家里老人使用的手机，已经足够了。很感谢虎哥赠送的硅胶手机壳[哇]非常贴合使用[愉快]整体而言相当满意的一款2,000元级别手机，作为一名多年的一加粉，相信还会追随下去的[拳头]"
20287945091,四川,冰河蓝,16GB+256GB,给姐夫买的，他很喜欢，操作简单方便，屏幕分辨率高效果好，运行速度快&hellip;&hellip;以前用的OPPO的手机，现在一加也是OPPO旗下导资料也快
20307687865,江西,冰河蓝,12GB+256GB,一直比较钟爱一加的手机，上一个一加6已经用了5年，除了内存不够之外没有其他大的问题，噢，对，电池也不怎么耐用了，毕竟时间太久了电池损耗也算正常。这次选择了一加ACE2，中间已经隔了好多个版本了，到手之后非常惊艳，手感比之前好太多，流畅度也可以，运存和内存也足够大，性价比一如既往的高，值得入手的高性能手机，还会继续支持一加。
20338252911,河北,冰河蓝,12GB+256GB,收到啦，轮质感还是一加的出色，摸起来很舒服，这个比例也是刚刚好，没有感觉有多么厚重，摄像头还是一直以来的家族设计，很棒！你
20314188642,河南,浩瀚黑,12GB+256GB,京东物流是真的快，下午买的，晚上都到了，质量也是不错的，趁活动买的，颜色、外观、手感都是不错的，拍照特别清晰
20396587166,北京,浩瀚黑,16GB+256GB,下单第二天就到手了，外观质感很棒，运行速度可以，流畅的，超级快充很喜欢，再也不焦虑充电问题了，拍照也可以，手机打游戏也不烫，很满意
20314230696,海外,冰河蓝,16GB+512GB,性价比很高，手机玩游戏很爽，屏幕很大，看起来就很高端大气上档次，骁龙8 的处理器真的很棒，玩游戏特爽，很值得入手的一款手机，快递也非常快，在京东买的也放心&hellip;&hellip;
20331181322,湖北,冰河蓝,16GB+512GB,活这么大最有仪式感的一次手机开箱，我不是原神迷，还是被惊艳到了，大红色很好看，手机内存也大，现在买，性价比也很高，用个几年没问题
20336767924,湖南,浩瀚黑,12GB+256GB,屏幕显示清晰，续航很好，音质也很好，玩游戏不卡顿，拍照画质很棒，手机手感也相当好，价格实惠，总的来说非常不错！
20353056786,江西,冰河蓝,16GB+256GB,拿到手就迫不及待的打开了，手感很不错，拍照也对得起这个大圆圈了，本来以为后盖会很难看，到手发现还不错，拍照也清晰！
20389367995,广东,冰河蓝,16GB+512GB,"手机大气 无破损 无激活。正品。
这个颜色也很喜欢，希望后续使用愉快。拍照还没试，先慢慢用着吧。一直都在关注一加➕➕手机，之前价格没优惠的时候太贵买不起，现在趁着活动换新手机了，开心。"
20298407983,浙江,浩瀚黑,12GB+256GB,价格实惠 这个价位来说这个手机值得推荐 不卡顿 拍照清晰 使用流畅 而且颜值很高 背面有一点亮亮的感觉 很适合女生 推荐
20351026072,广东,冰河蓝,16GB+256GB,ace2降价后，2千左右的价位性价比非常给力，买给老人家使用性能够用，拍照又好，非常流畅也不卡顿，老人家非常满意，质量做工也非常好。
20296865402,广东,冰河蓝,12GB+256GB,一加这个设计太漂亮了，屏幕清晰，拍照更清晰，对于不玩游戏的人来说就是福音，待机时间一天还有剩余电量，非常好的一款产品
20310055828,新疆,浩瀚黑,16GB+512GB,"屏幕音效：这音效杠杠的没啥可说的，用了就知道

运行速度：瞬间提速感觉又回到了20年前，我又满血复活了"
20298341027,安徽,冰河蓝,16GB+256GB,两千左右的价格很无敌了，买了当工作手机的，充电很快，满足日常需要，带打打游戏也是没有问题，充电比苹果快多了
20359330024,四川,浩瀚黑,12GB+256GB,给老爹买的，一加ace2性价比很高，趁着活动入手划算，发货快，包装得好，非常不错，全新体验，赞赞赞！
20331940197,江西,冰河蓝,16GB+256GB,这款商品的设计独特、使用体验出乎预料的完美。它无论是整体构造、还是性能上都没什么可以挑剔。我给这款商品五星好评！商家的服务态度非常好，耐心解答了我所有的问题，产品也没有瑕疵。十分满意！
20358998038,河南,浩瀚黑,12GB+256GB,一加手机可以的，手感一个字润，用着很流畅，拍照还可以，运行无卡顿，很好用，下次有机会还会来。。。。。。。。。。。。。。。。
20315057346,河南,冰河蓝,16GB+256GB,很商量，我的家人一直都在用的oppo手机，大牌子值得信赖，用着很好这次给老公换的虽然不贵到性价比很高，很适合他用，他很喜欢外观漂亮，用起来运行速度很快。
20340882781,广东,浩瀚黑,12GB+256GB,在网上对比了多款手机，红米的K70和一加的Ace2，综合对比下来还是这款一加的ac2不错，手机的屏幕显示效果很好，运行流畅，握在手里的手感也不错。手机的性价比非常高，续航表现和拍摄功能都非常的。（以上评论虽为复制，但表达了我的观点）
20314030128,黑龙江,冰河蓝,16GB+256GB,买了三年的手机，已经没法用了，正好赶上双11，看到1+ACE2，优惠力度如此之大，果断下手，用着非常流畅，16+256大内存，日常完全够用！
20337600592,上海,浩瀚黑,16GB+512GB,快递小哥已经服务多年了，人好实在，物流速度一流，昨天十点多下单上午收到货，包装大气，外观漂亮，收到货还没有开机使用，先看下使用说明书，手机外观设计手感还好，拿在手里感觉有点重，物美价廉的一款手机
id,location,productColor,productSize,contents
20293808054,浙江,冰河蓝,16GB+256GB,"外形外观：淡淡的蓝色，挺漂亮的，
屏幕音效：音质超好，难以想象&hellip;&hellip;
拍照效果：拍照效果奇佳，功能强大
运行速度：运行存储极快，玩游戏毫无压力"
20291334868,江苏,浩瀚黑,16GB+256GB,包装好看，价格实惠，手机很喜欢，质量也很好的，这个价格能买到是真的很划算材质很好，质量也不错，到货也很快物流超级超级快！质量也非常不错，的确物有所值质量挺好，物流也很快，赞！好！非常好！质量好，和实体店一样，颜色正，是我喜欢的
20377925242,江苏,浩瀚黑,16GB+512GB,"外形外观：完美
屏幕音效：完美
拍照效果：完美
运行速度：快捷
待机时间：有待检测
其他特色：不错的机器，运行，拍照，游戏都不错。值得购买。一加加油！！！"
20324718911,港澳,冰河蓝,16GB+256GB,到機真心幾好用，用緊snapdragon8+gen1上代看家旗艦晶片，粒電有5000mah叉滿用足一日冇問題，叉電亦都非常之快20分鐘已經叉爆粒電，部機喺香港用完全冇問題👍本身諗住只係做後備機拎到手之後玩咗幾日已經用嚟當主機用影相亦都好靚，16gb ram打機更加飛起，落單寄到深圳，坐火車上去攞第二日已經可以拎到連轉運都慳返非常方便
20372108377,浙江,冰河蓝,16GB+512GB,"外形外观：很好看
拍照效果：还行，不错
这款手机给我带来了非常好的使用体验。它的外观设计简洁大气，手感舒适。功能方面，非常齐全，无论是娱乐还是工作都能满足我的需求。性价比非常高，值得购买！"
20307024570,重庆,浩瀚黑,16GB+256GB,"一使用时特别方便，速度很快，反应时间特别特别快
二包装很漂亮
三续航时间特别特别长
四屏幕显示很细腻
五拍照很不错，你们现在看到的这个照片就是我用我的第一个ace2拍的。拍照的夜景特别好，比红米之类的好多了。有没有灯光也能拍的比较清晰，感觉有点像白昼的感觉。
六侧面有一个滑键，和那个iPhone一样，可以关闭声音，很方便。"
20347656438,河北,浩瀚黑,16GB+256GB,"外形外观：外观颜值相当高，手感超级舒服，有份量，做工精细
屏幕音效：屏幕曲面屏，滑屏非常顺畅丝滑，双音响效果不错
拍照效果：拍照效果很清晰，相机功能全面
运行速度：运行速度不错，不游戏就日常使用
待机时间：待机时间长，充电不到半小时就充满了，非常快"
20387353260,山西,冰河蓝,12GB+256GB,这款OPPO一加ace2手机非常不错!这是第二次购买了，我爱人非常喜欢。性能 拍照 各个方面都不错呢！值得推荐入手哦。。。。。颜色大气，时尚，有范儿。曲面屏高级。
20350309930,四川,冰河蓝,16GB+256GB,"外形外观：是非常大气的 而且拿在手上很好很合适
屏幕音效：屏幕很大而且这个音质还不错
拍照效果：虽然没有哈苏 但是真的拍照也很好看
运行速度：很快
待机时间：一般两天充一次很好
其他特色：很好的"
20325331405,河北,冰河蓝,12GB+256GB,"外形外观：外观设计的很不错，还挺惊艳的，非常喜欢这个摄像头模组
屏幕音效：屏幕很清晰，非常不错，音质也没得说，非常好
拍照效果：拍照效果很不错，非常清晰
运行速度：运行速度很快，开几个大型游戏都没问题
待机时间：待机时间很长
其他特色：物流速度很快"
20321564659,吉林,冰河蓝,16GB+512GB,颜色很好看  很清新 待机也可以 摄像头还挺好看的 上一个用的ace竞速版 侧边还有调节响铃震动的按键  设计很不错
20360891137,广东,冰河蓝,16GB+256GB,"外形外观：外观没得说  都说远看有点像遥遥领先
屏幕音效：屏幕很丝滑流畅
运行速度：目前感觉不卡顿
待机时间：电池非常耐用  充电也很快的
拍照效果：挺清晰的颜色很鲜艳～"
20310840557,海南,冰河蓝,16GB+256GB,手感很好，必须带壳，不然摄像头凸起太大了，当前这个价位无敌之选，充电快，二十几分钟搞定，用过了就再也无法直视20w，25w充电器了。
20384611172,山西,冰河蓝,16GB+512GB,"外形外观：大气，科技感满满
屏幕音效：非常不错
拍照效果：清晰，开启十倍不会剧烈晃动
运行速度：非常快，我开了一堆应用非常流畅"
20363432269,山东,冰河蓝,16GB+256GB,今年双十一性价比超高的手机了。包装配色真喜庆，大红色。充电线不是一般的粗壮。充电特别快。性能给力，手感好。摄像头设计有特色。很喜欢哦
20334290418,江苏,浩瀚黑,16GB+512GB,"外形外观：外形虽然独特，不过黑色很大气
屏幕音效：声音很大，音效很棒
拍照效果：相机很清晰，功能多样
运行速度：内存很大，运行流畅"
